,gender,age_range,race,higher_education,political_party,ideology,trump_approval,monetary_anxiety,fairness_voting,preferential_voting,woman_president_25,universal_healthcare_25,humanity_survival_100,america_survival_100,trump_2020,trump_nuclear,america_vs_russia_50,america_vs_china_50,better_world,political_spectrum_score,time_answered
277,Male,65+,Black,College degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,No,No,No,No,No,No,Not at all likely,DK/REF,No,DK/REF,Worse World,1,2018-08
278,Male,65+,White,High school or less,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,2018-08
279,Male,65+,White,College degree,Republican,Conservative,Somewhat Approve,Not Very Often,DK/REF,Yes,DK/REF,No,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Worse World,-1,2018-08
280,Male,65+,White,College degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,DK/REF,No,DK/REF,DK/REF,Yes,Yes,Not at all likely,Somewhat Likely,DK/REF,No,Worse World,0,2018-08
281,Female,65+,White,High school or less,Independent,DK/REF,Neither approve nor disapprove,DK/REF,No,Yes,Yes,No,No,No,Somewhat Likely,Somewhat Likely,Yes,Yes,Better World,DK/REF,2018-08
282,Female,18-24,White,Some college,Independent,Liberal,Neither approve nor disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,Yes,Yes,Better World,1,2018-08
283,Female,35-44,White,Some college,Republican,Conservative,Neither approve nor disapprove,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,Yes,Worse World,-1,2018-08
284,Male,18-24,White,High school or less,Republican,Conservative,Neither approve nor disapprove,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Worse World,-1,2018-08
285,Male,55-64,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,No,No,Very Likely,Not at all likely,No,No,Worse World,-1,2018-08
286,Female,65+,White,Some college,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,DK/REF,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,1,2018-08
287,Male,65+,DK/REF,Some college,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,Yes,No,No,DK/REF,Not at all likely,DK/REF,Yes,DK/REF,Worse World,DK/REF,2018-08
288,Female,55-64,White,College degree,DK/REF,Moderate,Strongly Disapprove,Somewhat Often,DK/REF,Yes,Yes,No,No,No,Not at all likely,Very Likely,Yes,Yes,DK/REF,0,2018-08
289,Other,35-44,White,Graduate degree,Independent,Conservative,Strongly Approve,Not Very Often,No,No,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
290,Female,18-24,White,College degree,Independent,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Worse World,0,2018-08
291,Female,55-64,White,Graduate degree,Independent,Moderate,Somewhat Approve,Somewhat Often,No,No,Yes,No,Yes,No,Not at all likely,Not at all likely,No,No,Worse World,0,2018-08
292,Female,35-44,White,High school or less,Republican,DK/REF,Strongly Disapprove,Very Often,No,Yes,Yes,No,No,Yes,Very Likely,Very Likely,Yes,Yes,Worse World,DK/REF,2018-08
293,Other,65+,Other,High school or less,Independent,Conservative,DK/REF,Very Often,No,Yes,Yes,Yes,Yes,Yes,Very Likely,Very Likely,No,Yes,Worse World,-1,2018-08
294,Male,35-44,White,College degree,Independent,Moderate,Somewhat Approve,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,0,2018-08
295,Male,55-64,White,College degree,Independent,Moderate,Neither approve nor disapprove,Somewhat Often,No,No,Yes,No,Yes,No,Somewhat Likely,Not at all likely,No,No,Better World,0,2018-08
296,Male,25-34,White,College degree,Independent,Moderate,Somewhat Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,DK/REF,Yes,Yes,Very Likely,DK/REF,DK/REF,DK/REF,Better World,0,2018-08
297,Female,45-54,White,College degree,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, somewhat confident",Yes,No,No,Yes,Yes,Very Likely,Somewhat Likely,DK/REF,No,Worse World,-1,2018-08
298,Female,55-64,Black,Some college,Democrat,Moderate,Strongly Disapprove,Somewhat Often,No,No,Yes,Yes,Yes,Yes,Very Likely,Very Likely,Yes,No,Worse World,0,2018-08
299,Female,18-24,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
300,Male,35-44,White,Some college,DK/REF,Moderate,Strongly Disapprove,Very Often,"Yes, very confident",DK/REF,Yes,No,No,Yes,Not at all likely,Not at all likely,No,No,Worse World,0,2018-08
301,Female,18-24,White,College degree,Independent,Liberal,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World,1,2018-08
302,Male,25-34,White,High school or less,Democrat,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World,0,2018-08
303,Male,55-64,Latino,Graduate degree,Democrat,Conservative,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,Yes,No,Better World,-1,2018-08
304,Female,65+,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,DK/REF,Yes,Yes,Not at all likely,DK/REF,No,No,Better World,0,2018-08
305,Male,65+,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,Yes,Yes,Yes,Very Likely,Very Likely,No,No,Better World,-1,2018-08
306,Female,65+,White,Graduate degree,DK/REF,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,-1,2018-08
307,Female,55-64,White,College degree,Democrat,Liberal,Strongly Disapprove,Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,Yes,No,Worse World,1,2018-08
308,Other,18-24,Asian,High school or less,DK/REF,DK/REF,Strongly Approve,DK/REF,No,No,No,No,Yes,Yes,DK/REF,Not at all likely,No,No,Worse World,DK/REF,2018-08
309,Male,65+,White,High school or less,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World,0,2018-08
310,Female,25-34,White,High school or less,Democrat,Moderate,Somewhat Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,0,2018-08
311,Female,55-64,White,High school or less,DK/REF,DK/REF,Strongly Approve,Very Often,"Yes, very confident",No,Yes,No,No,No,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World,DK/REF,2018-08
312,Male,45-54,White,Some college,Republican,Moderate,Strongly Approve,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World,0,2018-08
313,Male,65+,White,College degree,Independent,Moderate,Somewhat Disapprove,Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,0,2018-08
314,Male,18-24,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,No,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World,-1,2018-08
315,Female,18-24,White,College degree,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Better World,1,2018-08
316,Male,65+,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
317,Male,65+,White,College degree,Republican,Conservative,Neither approve nor disapprove,Somewhat Often,"Yes, somewhat confident",Yes,DK/REF,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,-1,2018-08
318,Female,55-64,White,Some college,Independent,Conservative,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World,-1,2018-08
319,Female,45-54,White,Graduate degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,-1,2018-08
320,Female,55-64,White,College degree,DK/REF,Moderate,DK/REF,Not Very Often,No,Yes,Yes,DK/REF,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,0,2018-08
321,Male,45-54,Other,Some college,Republican,Conservative,Somewhat Approve,Somewhat Often,No,No,Yes,No,Yes,No,Somewhat Likely,Not at all likely,No,No,Better World,-1,2018-08
322,Female,55-64,White,Graduate degree,Republican,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, very confident",No,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,0,2018-08
323,Male,55-64,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,No,No,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Worse World,0,2018-08
324,Female,65+,White,College degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,No,No,Somewhat Likely,Very Likely,No,No,Worse World,0,2018-08
325,Male,65+,White,College degree,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,No,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,-1,2018-08
326,Female,45-54,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Very Often,No,No,Yes,Yes,Yes,No,Not at all likely,Somewhat Likely,No,No,Worse World,1,2018-08
327,Female,65+,White,High school or less,Democrat,Conservative,Strongly Disapprove,Not Very Often,DK/REF,DK/REF,No,Yes,DK/REF,Yes,Somewhat Likely,Not at all likely,No,Yes,Worse World,-1,2018-08
328,Female,55-64,White,College degree,DK/REF,Conservative,Strongly Approve,Not Very Often,DK/REF,Yes,No,Yes,Yes,Yes,Very Likely,Not at all likely,DK/REF,DK/REF,Better World,-1,2018-08
329,Female,35-44,DK/REF,Graduate degree,Independent,DK/REF,Neither approve nor disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,Yes,Yes,Better World,DK/REF,2018-08
330,Male,45-54,White,Some college,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World,-1,2018-08
331,Female,65+,White,High school or less,DK/REF,Conservative,Strongly Disapprove,Very Often,No,Yes,Yes,No,No,No,Not at all likely,Very Likely,Yes,DK/REF,Worse World,-1,2018-08
332,Female,25-34,White,College degree,Democrat,Liberal,Strongly Disapprove,Very Often,No,No,Yes,No,Yes,No,Somewhat Likely,Not at all likely,Yes,Yes,Better World,1,2018-08
333,Female,25-34,Black,High school or less,Democrat,Moderate,Somewhat Approve,Very Often,"Yes, very confident",Yes,Yes,Yes,DK/REF,DK/REF,Not at all likely,Somewhat Likely,No,No,Better World,0,2018-08
334,Female,45-54,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Worse World,1,2018-08
335,Female,25-34,Other,College degree,Independent,Liberal,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,No,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,1,2018-08
336,Male,55-64,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,No,No,No,Yes,Yes,Very Likely,Somewhat Likely,No,Yes,Worse World,-1,2018-08
337,Female,65+,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",Yes,No,DK/REF,Yes,Yes,Very Likely,Somewhat Likely,DK/REF,DK/REF,Better World,-1,2018-08
338,Male,45-54,White,College degree,Independent,Conservative,Strongly Disapprove,Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,-1,2018-08
339,Female,65+,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,No,No,No,DK/REF,DK/REF,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
340,Male,65+,White,College degree,Republican,Moderate,Strongly Approve,Not Very Often,No,Yes,Yes,No,No,No,Very Likely,Somewhat Likely,No,Yes,Worse World,0,2018-08
341,Female,55-64,White,High school or less,Democrat,DK/REF,DK/REF,DK/REF,"Yes, very confident",Yes,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,Not at all likely,DK/REF,DK/REF,DK/REF,DK/REF,2018-08
342,Female,65+,White,Some college,Republican,Liberal,Neither approve nor disapprove,Very Often,No,No,No,No,No,Yes,Not at all likely,Not at all likely,No,No,Worse World,1,2018-08
343,Female,65+,White,High school or less,Independent,Moderate,Strongly Disapprove,Not Very Often,No,Yes,No,No,No,No,Very Likely,Somewhat Likely,No,No,Worse World,0,2018-08
344,Male,55-64,White,College degree,Republican,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World,0,2018-08
345,Male,65+,White,High school or less,Republican,Conservative,Strongly Approve,DK/REF,"Yes, very confident",Yes,Yes,No,DK/REF,DK/REF,Very Likely,Very Likely,DK/REF,DK/REF,DK/REF,-1,2018-08
346,Female,65+,White,Some college,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,DK/REF,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World,-1,2018-08
347,Male,65+,White,Some college,Republican,Conservative,Strongly Approve,Very Often,"Yes, very confident",No,DK/REF,No,Yes,No,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
348,Male,55-64,White,College degree,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,0,2018-08
349,Female,65+,White,Graduate degree,DK/REF,DK/REF,DK/REF,Not Very Often,DK/REF,No,Yes,Yes,Yes,Yes,DK/REF,DK/REF,DK/REF,No,Better World,DK/REF,2018-08
350,Female,65+,White,Some college,Democrat,Liberal,Strongly Disapprove,Very Often,DK/REF,No,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,No,Yes,Worse World,1,2018-08
351,Male,65+,Black,High school or less,Independent,Conservative,Somewhat Approve,Not Very Often,No,Yes,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World,-1,2018-08
352,Male,65+,White,College degree,Independent,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World,-1,2018-08
353,Female,65+,White,College degree,Democrat,Liberal,Strongly Disapprove,Very Often,No,No,No,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,DK/REF,1,2018-08
354,Male,55-64,White,Some college,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,No,Yes,Not at all likely,Not at all likely,No,Yes,Worse World,0,2018-08
355,Female,55-64,White,College degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,1,2018-08
356,Female,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,0,2018-08
357,Male,65+,White,Some college,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, very confident",No,Yes,Yes,DK/REF,Yes,Not at all likely,DK/REF,No,No,DK/REF,0,2018-08
358,Male,65+,White,High school or less,Independent,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,No,No,Very Likely,Not at all likely,Yes,Yes,Worse World,-1,2018-08
359,Female,65+,White,High school or less,Independent,Moderate,Strongly Disapprove,Very Often,"Yes, very confident",Yes,Yes,Yes,No,Yes,Somewhat Likely,Somewhat Likely,No,No,Worse World,0,2018-08
360,Female,65+,White,DK/REF,Democrat,Moderate,DK/REF,Not Very Often,DK/REF,No,No,Yes,DK/REF,Yes,DK/REF,DK/REF,DK/REF,No,Better World,0,2018-08
361,Male,65+,White,High school or less,DK/REF,Conservative,DK/REF,Not Very Often,No,No,Yes,Yes,No,No,DK/REF,DK/REF,No,No,DK/REF,-1,2018-08
362,Female,65+,White,High school or less,Independent,Conservative,DK/REF,Not Very Often,"Yes, somewhat confident",Yes,No,DK/REF,No,Yes,Not at all likely,DK/REF,No,DK/REF,Better World,-1,2018-08
363,Female,65+,White,High school or less,Republican,Moderate,Strongly Approve,Somewhat Often,"Yes, very confident",No,Yes,Yes,No,No,Not at all likely,Not at all likely,No,No,Worse World,0,2018-08
364,Male,65+,White,High school or less,DK/REF,DK/REF,DK/REF,Not Very Often,DK/REF,No,Yes,DK/REF,No,No,DK/REF,Not at all likely,No,No,DK/REF,DK/REF,2018-08
365,Male,45-54,White,High school or less,DK/REF,DK/REF,DK/REF,Very Often,No,No,Yes,No,No,No,Not at all likely,Very Likely,Yes,No,Worse World,DK/REF,2018-08
366,Female,65+,White,Graduate degree,Republican,Moderate,Strongly Approve,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Very Likely,Somewhat Likely,No,No,Better World,0,2018-08
367,Female,55-64,Black,Some college,Independent,Conservative,Strongly Disapprove,Very Often,No,Yes,Yes,No,No,No,Not at all likely,Very Likely,Yes,Yes,Worse World,-1,2018-08
368,Female,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World,0,2018-08
369,Female,65+,White,Graduate degree,Independent,Moderate,Somewhat Disapprove,Somewhat Often,DK/REF,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,2018-08
370,Male,65+,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,No,DK/REF,No,DK/REF,No,Very Likely,Not at all likely,No,DK/REF,Worse World,-1,2018-08
371,Male,65+,Asian,Graduate degree,Democrat,Moderate,DK/REF,Somewhat Often,DK/REF,No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,DK/REF,0,2018-08
372,Female,65+,White,High school or less,Democrat,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,No,No,DK/REF,Not at all likely,Yes,Yes,Worse World,0,2018-08
373,Female,65+,Black,Graduate degree,Democrat,Conservative,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,DK/REF,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,-1,2018-08
374,Male,55-64,White,College degree,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,No,No,Not at all likely,Somewhat Likely,No,No,Worse World,1,2018-08
375,Male,65+,White,High school or less,Republican,Conservative,Somewhat Approve,Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,-1,2018-08
376,Female,55-64,White,Some college,DK/REF,Conservative,Strongly Disapprove,Very Often,DK/REF,Yes,Yes,Yes,No,Yes,Not at all likely,Very Likely,Yes,Yes,Worse World,-1,2018-08
377,Female,55-64,White,High school or less,Independent,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,No,No,No,Not at all likely,Somewhat Likely,No,No,Worse World,0,2018-08
378,DK/REF,18-24,White,High school or less,Independent,Moderate,Strongly Approve,Very Often,No,No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,DK/REF,0,2018-08
379,Female,65+,White,High school or less,DK/REF,DK/REF,Neither approve nor disapprove,Very Often,DK/REF,No,Yes,Yes,DK/REF,No,Not at all likely,Very Likely,DK/REF,DK/REF,DK/REF,DK/REF,2018-08
380,Female,65+,White,Some college,Independent,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,No,No,Very Likely,Somewhat Likely,No,No,Worse World,0,2018-08
381,Male,65+,DK/REF,Some college,Independent,Conservative,Somewhat Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,DK/REF,Somewhat Likely,Not at all likely,No,Yes,Better World,-1,2018-08
382,Female,65+,White,Some college,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
383,Male,65+,Black,High school or less,Democrat,Conservative,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,DK/REF,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,-1,2018-08
384,Female,55-64,White,College degree,Democrat,Liberal,Neither approve nor disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World,1,2018-08
385,Female,65+,White,College degree,DK/REF,Conservative,DK/REF,Not Very Often,"Yes, somewhat confident",Yes,Yes,DK/REF,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,-1,2018-08
386,Male,65+,White,Graduate degree,Democrat,Conservative,Somewhat Disapprove,Not Very Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,Yes,No,Better World,-1,2018-08
387,Female,65+,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World,0,2018-08
388,Female,55-64,White,Some college,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",Yes,No,No,Yes,Yes,Very Likely,Somewhat Likely,No,Yes,Better World,-1,2018-08
389,Female,55-64,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,Yes,Yes,Worse World,1,2018-08
390,Female,65+,White,High school or less,DK/REF,DK/REF,DK/REF,Not Very Often,DK/REF,DK/REF,DK/REF,DK/REF,Yes,No,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,2018-08
391,Female,55-64,White,College degree,Independent,Liberal,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,1,2018-08
392,Male,65+,White,High school or less,Republican,Moderate,Somewhat Approve,Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,0,2018-08
393,Male,65+,White,High school or less,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,DK/REF,Not at all likely,No,No,Worse World,1,2018-08
394,Male,65+,White,College degree,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,0,2018-08
395,Male,25-34,White,Some college,Democrat,Liberal,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,No,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World,1,2018-08
396,Female,55-64,White,High school or less,DK/REF,Conservative,DK/REF,Not Very Often,DK/REF,DK/REF,No,Yes,Yes,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,Better World,-1,2018-08
397,Female,55-64,White,College degree,DK/REF,Moderate,DK/REF,Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,Yes,No,Better World,0,2018-08
398,Male,45-54,White,College degree,Republican,Conservative,Strongly Approve,Somewhat Often,No,No,Yes,DK/REF,No,No,Very Likely,Not at all likely,No,No,Worse World,-1,2018-08
399,Female,55-64,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",DK/REF,Yes,Yes,DK/REF,DK/REF,Somewhat Likely,Somewhat Likely,No,No,Worse World,0,2018-08
400,Female,55-64,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World,1,2018-08
401,Male,55-64,White,Graduate degree,Independent,Moderate,Strongly Approve,Somewhat Often,No,No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,0,2018-08
402,Male,55-64,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,2018-08
403,Male,65+,White,High school or less,Independent,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,No,No,Yes,Very Likely,Somewhat Likely,No,No,Better World,-1,2018-08
404,Female,35-44,Latino,High school or less,Independent,Liberal,Strongly Disapprove,Somewhat Often,"Yes, very confident",No,No,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,1,2018-08
405,Male,65+,White,High school or less,Independent,Liberal,Strongly Disapprove,Very Often,No,No,Yes,Yes,No,Yes,Not at all likely,Somewhat Likely,Yes,No,Worse World,1,2018-08
406,Female,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,Yes,No,Worse World,0,2018-08
407,Male,55-64,White,College degree,Independent,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
408,Female,35-44,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,Yes,No,No,Very Likely,Very Likely,Yes,Yes,Worse World,-1,2018-08
409,Female,45-54,White,Graduate degree,Democrat,Moderate,Somewhat Approve,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,0,2018-08
410,Female,65+,Asian,High school or less,Independent,Liberal,Strongly Disapprove,Very Often,"Yes, very confident",Yes,No,Yes,No,No,Somewhat Likely,Not at all likely,No,No,Worse World,1,2018-08
411,Male,25-34,Asian,Some college,Independent,Conservative,Strongly Approve,Very Often,"Yes, very confident",DK/REF,Yes,DK/REF,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
412,Male,55-64,White,College degree,Republican,Conservative,Strongly Approve,Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
413,Female,55-64,White,College degree,Independent,DK/REF,DK/REF,Somewhat Often,No,No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,DK/REF,2018-08
414,Female,35-44,White,College degree,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
415,Female,35-44,White,Graduate degree,Republican,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,2018-08
416,Female,65+,White,Some college,Republican,Conservative,DK/REF,Somewhat Often,"Yes, very confident",No,DK/REF,No,Yes,Yes,Very Likely,Somewhat Likely,No,No,DK/REF,-1,2018-08
